ORDER_ID,ORDER_DETAILS
16801,"[{""mQty"": 0.5, ""mName"": ""Baby Corn"", ""Cat_id"": 1, ""mPrice"": ""85"", ""mImageId"": ""Baby-corn.jpg"", ""mItemCode"": 308, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Basil Leaf"", ""Cat_id"": 1, ""mPrice"": ""10"", ""mImageId"": ""basil.jpg"", ""mItemCode"": 324, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Bok Choy"", ""Cat_id"": 1, ""mPrice"": ""90"", ""mImageId"": ""bok-choy.jpg"", ""mItemCode"": 340, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Bottle gourd (Lauki)"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""bottle-gourd.jpg"", ""mItemCode"": 295, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Broccoli"", ""Cat_id"": 1, ""mPrice"": ""180"", ""mImageId"": ""broccoli.png"", ""mItemCode"": 334, ""mBillingParams"": ""kg""}, {""mQty"": 20, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Chinese Cabbage"", ""Cat_id"": 1, ""mPrice"": ""90"", ""mImageId"": ""chinese-cabbage.jpg"", ""mItemCode"": 339, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Chinese Sprouts"", ""Cat_id"": 1, ""mPrice"": ""120"", ""mImageId"": ""bean-sprouts.jpg"", ""mItemCode"": 326, ""mBillingParams"": ""kg""}, {""mQty"": 8, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 2, ""mName"": ""Corn"", ""Cat_id"": 2, ""mPrice"": ""12"", ""mImageId"": ""Corn.jpg"", ""mItemCode"": 312, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Curry leaves"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""Curry-leaves.jpg"", ""mItemCode"": 314, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""French Beans"", ""Cat_id"": 2, ""mPrice"": ""70"", ""mImageId"": ""french-beans.jpg"", ""mItemCode"": 318, ""mBillingParams"": ""kg""}, {""mQty"": 6, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Green Peas"", ""Cat_id"": 2, ""mPrice"": ""150"", ""mImageId"": ""green_peas.jpg"", ""mItemCode"": 292, ""mBillingParams"": ""kg""}, {""mQty"": 6, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 1, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 8, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Parval"", ""Cat_id"": 2, ""mPrice"": ""70"", ""mImageId"": ""parwal.jpeg"", ""mItemCode"": 377, ""mBillingParams"": ""kg""}, {""mQty"": 8, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Red Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-capsicum.jpg"", ""mItemCode"": 336, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}, {""mQty"": 8, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""16"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}, {""mQty"": 2, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Zucchini (Green)"", ""Cat_id"": 1, ""mPrice"": ""70"", ""mImageId"": ""zucchini-green.jpg"", ""mItemCode"": 338, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Zucchini (Yellow)"", ""Cat_id"": 1, ""mPrice"": ""90"", ""mImageId"": ""Yellow-Zucchini.jpg"", ""mItemCode"": 348, ""mBillingParams"": ""kg""}]"
16802,"[{""mQty"": 1, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Coconut"", ""Cat_id"": 2, ""mPrice"": ""35"", ""mImageId"": ""Coconut.jpg"", ""mItemCode"": 333, ""mBillingParams"": ""ea""}, {""mQty"": 1, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Ladies finger"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""ladies-finger.jpg"", ""mItemCode"": 290, ""mBillingParams"": ""kg""}, {""mQty"": 40, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 3, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}]"
16803,"[{""mQty"": 5, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16804,"[{""mQty"": 10, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16805,"[{""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16806,"[{""mQty"": 6, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 1.5, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 3, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""9"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""bu""}, {""mQty"": 25, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Pomegranate"", ""Cat_id"": 3, ""mPrice"": ""140"", ""mImageId"": ""Pomegranate.jpg"", ""mItemCode"": 369, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16807,"[{""mQty"": 0.5, ""mName"": ""Broccoli"", ""Cat_id"": 1, ""mPrice"": ""180"", ""mImageId"": ""broccoli.png"", ""mItemCode"": 334, ""mBillingParams"": ""kg""}, {""mQty"": 25, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 2, ""mName"": ""French Beans"", ""Cat_id"": 2, ""mPrice"": ""70"", ""mImageId"": ""french-beans.jpg"", ""mItemCode"": 318, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""16"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}]"
16808,"[{""mQty"": 0.5, ""mName"": ""Beet"", ""Cat_id"": 2, ""mPrice"": ""33"", ""mImageId"": ""Beet-Root.jpg"", ""mItemCode"": 301, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""130"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 1, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""9"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Parsley"", ""Cat_id"": 1, ""mPrice"": ""15"", ""mImageId"": ""parsley.jpg"", ""mItemCode"": 325, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}]"
16809,"[{""mQty"": 0.5, ""mName"": ""Brinjal (small)"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""Brinjal.jpg"", ""mItemCode"": 300, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Chauli"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""snakebean.jpg"", ""mItemCode"": 343, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}]"
16810,"[{""mQty"": 50, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 30, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16811,"[{""mQty"": 5, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""130"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}]"
16812,"[{""mQty"": 5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16813,"[{""mQty"": 1, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16814,"[{""mQty"": 0.5, ""mName"": ""Baby Corn"", ""Cat_id"": 1, ""mPrice"": ""85"", ""mImageId"": ""Baby-corn.jpg"", ""mItemCode"": 308, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Broccoli"", ""Cat_id"": 1, ""mPrice"": ""180"", ""mImageId"": ""broccoli.png"", ""mItemCode"": 334, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 2.5, ""mName"": ""Cherry Tomato"", ""Cat_id"": 1, ""mPrice"": ""10"", ""mImageId"": ""cherry_tomato.jpg"", ""mItemCode"": 342, ""mBillingParams"": ""*100g""}, {""mQty"": 4, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""130"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Lollo Rosso"", ""Cat_id"": 1, ""mPrice"": ""180"", ""mImageId"": ""lollo.jpg"", ""mItemCode"": 367, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""9"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Parsley"", ""Cat_id"": 1, ""mPrice"": ""15"", ""mImageId"": ""parsley.jpg"", ""mItemCode"": 325, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Red Cabbage"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-cabbage.jpeg"", ""mItemCode"": 350, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Red Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-capsicum.jpg"", ""mItemCode"": 336, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Romaine Lettuce"", ""Cat_id"": 1, ""mPrice"": ""160"", ""mImageId"": ""lettuce-romaine.jpg"", ""mItemCode"": 341, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Turai"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""ridgegourd.jpg"", ""mItemCode"": 316, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Yellow Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""yellow-capsicum.jpg"", ""mItemCode"": 337, ""mBillingParams"": ""kg""}]"
